Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
4.0,FC Arges,5,0,3,13,10,3,15,Otelul,10.0,18.08.2025,17:00,home,2,0,W,team,1.45,0.58,0.44,0.56,13,10,6,3,2,0,3,9,0.62,0.75,1.0,2.0,1.66,0.44,6,6,1,1,7,6,6,4,1,0,1.0,0.0,19,15,0,0,1,1,9,12,0.29,0.43,0.49,0.58,0.38,0.22,0.5,0.52,41,37,12,9,0.57,0.56,48,51,40,30,10,16,0,0,0,0,3,4,0.44,1.66,0.44,-0.34,0.0,0.0,3,10,1,1,1,0.4,0.4,0.6666666666666666,0.0,0.5,1,0.3,2,0.4,0.37000000000000005
4.0,FC Arges,5,0,3,13,10,3,15,FCSB,13.0,24.08.2025,19:30,away,2,0,W,team,0.98,1.14,0.29,0.71,12,16,3,1,1,1,12,11,0.65,0.83,1.0,1.0,0.75,0.12,5,8,4,7,7,10,5,6,1,1,0.0,0.0,16,38,1,1,0,3,5,11,0.27,0.63,0.55,0.7,0.13,0.17,0.49,1.48,17,25,14,5,0.72,0.55,48,55,48,28,15,3,0,2,0,0,1,1,0.12,0.75,0.12,-0.25,0.0,0.0,3,7,0,1,1,0.5,0.4,0.6666666666666666,0.3333333333333333,0.5,2,0.5,2,0.4,0.43
4.0,FC Arges,5,0,3,13,10,3,15,CFR Cluj,14.0,27.07.2025,16:30,away,2,0,W,team,0.83,1.01,0.37,0.63,11,12,4,1,2,2,4,8,0.6,0.76,3.0,2.0,2.82,0.22,7,6,0,5,6,6,5,6,0,0,1.0,0.0,10,19,0,0,1,2,13,9,0.3,0.44,0.47,0.59,0.27,0.19,1.02,0.9,19,30,9,13,0.67,0.17,55,53,35,21,12,4,1,1,0,0,1,2,0.22,2.82,0.22,0.82,0.0,0.0,3,0,0,1,1,0.5714285714285714,0.6,0.6666666666666666,0.5,0.5,3,0.6,2,0.6,0.6
4.0,FC Arges,5,0,3,13,10,3,15,Metaloglobus Bucharest,16.0,31.08.2025,14:00,home,2,1,W,team,1.91,0.77,0.37,0.63,18,12,5,2,4,1,4,3,0.66,0.81,2.0,3.0,2.16,0.35,11,5,2,5,10,9,8,3,1,0,0.0,0.0,29,16,0,0,0,0,17,10,0.37,0.36,0.54,0.68,0.31,0.29,0.56,0.52,26,24,10,17,0.45,0.83,54,41,21,29,8,6,0,1,0,0,1,3,0.35,2.16,-0.65,0.16,0.0,0.0,3,9,1,1,1,0.625,0.8,0.75,0.5,0.5,4,0.6,1,0.8,0.7400000000000001
5.0,FC Botosani,3,4,1,16,9,7,13,FC Rapid Bucuresti,2.0,04.08.2025,19:30,away,1,2,L,opponent,0.47,1.19,0.44,0.56,14,11,2,6,0,3,2,5,0.8,0.83,1.0,2.0,0.2,0.83,9,3,3,2,4,9,10,2,0,0,0.0,0.0,11,21,0,2,1,1,10,13,0.43,0.62,0.68,0.68,0.27,0.23,0.24,1.42,22,28,13,10,0.7,0.88,44,49,33,20,9,8,0,0,0,0,4,1,0.83,0.2,-1.17,-0.8,0.0,0.0,4,6,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-1,0.0,0.0
5.0,FC Botosani,3,4,1,16,9,7,13,FC Arges,4.0,11.08.2025,17:00,home,3,1,W,team,1.3,1.22,0.5,0.5,14,16,7,4,3,4,4,6,0.59,0.65,2.0,1.0,2.22,1.09,5,9,2,3,8,12,6,4,0,0,0.0,0.0,21,27,2,0,1,2,9,13,0.29,0.45,0.52,0.57,0.18,0.38,1.34,0.88,31,41,13,10,0.68,0.6,64,66,41,27,2,9,0,1,1,0,3,4,1.09,2.22,0.09,-0.78,0.0,0.0,4,3,1,1,1,0.5,0.5,1.0,0.0,0.5,1,0.2,2,0.5,0.41000000000000003
5.0,FC Botosani,3,4,1,16,9,7,13,Farul Constanta,6.0,14.07.2025,17:00,home,1,1,D,draw,0.76,1.2,0.53,0.47,11,14,2,4,2,2,7,6,0.71,0.73,0.0,6.0,0.15,1.23,6,7,3,3,5,7,6,7,0,0,0.0,1.0,15,18,2,0,2,2,17,13,0.49,0.46,0.52,0.59,0.05,0.23,0.48,0.53,30,16,13,17,0.64,0.72,57,65,23,44,8,5,0,1,1,1,3,1,1.23,0.15,0.23,-0.62,0.0,1.0,4,8,1,0,0,0.3333333333333333,0.3333333333333333,0.5,0.0,0.5,0,0.2,0,0.3333333333333333,0.29333333333333333
5.0,FC Botosani,3,4,1,16,9,7,13,CFR Cluj,14.0,17.08.2025,16:30,away,3,3,D,draw,1.23,4.12,0.47,0.53,8,30,3,15,3,7,1,12,0.69,0.74,3.0,2.0,1.84,5.49,0,12,5,3,4,24,4,6,0,0,2.0,0.0,12,43,2,1,0,5,7,15,0.29,0.45,0.52,0.63,0.38,0.39,0.68,2.37,21,31,15,7,0.73,0.43,39,60,31,32,10,11,0,0,0,0,12,0,5.49,1.84,2.49,-1.16,0.0,0.0,4,0,0,0,0,0.25,0.25,0.5,0.0,0.5,0,0.1,0,0.25,0.20500000000000002
5.0,FC Botosani,3,4,1,16,9,7,13,Din. Bucuresti,3.0,21.07.2025,19:30,away,0,0,D,draw,0.39,0.63,0.45,0.55,7,12,1,3,1,2,5,7,0.68,0.75,2.0,0.0,0.16,0.21,4,7,2,2,4,10,3,2,0,1,0.0,0.0,20,28,1,0,1,4,10,20,0.31,0.36,0.48,0.61,0.17,0.32,0.63,1.17,21,27,20,10,0.63,0.71,46,61,39,38,8,11,0,0,0,0,3,1,0.21,0.16,0.21,0.16,0.0,0.0,4,2,0,0,0,0.2,0.2,0.5,0.0,0.5,0,0.0,0,0.2,0.14
5.0,FC Botosani,3,4,1,16,9,7,13,Csikszereda M. Ciuc,15.0,23.08.2025,16:45,home,3,1,W,team,1.48,0.95,0.56,0.44,14,9,8,4,3,1,5,1,0.74,0.66,5.0,1.0,3.07,1.27,3,1,3,4,5,6,9,3,0,0,0.0,0.0,29,15,0,0,2,2,11,26,0.33,0.37,0.65,0.53,0.2,0.25,0.7,0.87,37,29,26,12,0.72,0.71,45,66,19,39,8,7,0,1,0,1,3,5,1.27,3.07,0.27,0.07,0.0,0.0,4,1,1,1,1,0.3333333333333333,0.4,0.6666666666666666,0.0,0.5,1,0.3,2,0.4,0.37000000000000005
5.0,FC Botosani,3,4,1,16,9,7,13,Unirea Slobozia,9.0,28.07.2025,17:00,home,4,0,W,team,2.11,0.42,0.52,0.48,7,8,4,3,4,1,2,4,0.79,0.76,3.0,1.0,3.33,0.26,3,3,0,2,5,3,2,5,0,0,0.0,0.0,19,11,0,0,3,8,7,14,0.35,0.5,0.6,0.63,0.13,0.19,1.08,0.39,20,26,14,7,0.75,0.56,38,52,23,16,4,5,0,0,0,1,3,0,0.26,3.33,0.26,-0.67,1.0,0.0,4,14,1,1,1,0.42857142857142855,0.4,0.75,0.0,0.5,2,0.5,4,0.4,0.43
5.0,FC Botosani,3,4,1,16,9,7,13,Univ. Craiova,1.0,31.08.2025,16:30,home,1,1,D,draw,1.37,1.51,0.36,0.64,11,13,4,6,2,2,4,8,0.66,0.81,4.0,1.0,1.35,0.92,5,5,2,2,6,9,5,4,0,0,0.0,0.0,23,22,1,1,1,3,8,8,0.36,0.6,0.6,0.62,0.08,0.3,0.64,1.13,25,26,9,9,0.36,0.86,34,45,19,22,8,10,1,1,0,0,5,3,0.92,1.35,-0.08,0.35,0.0,0.0,4,15,1,0,0,0.375,0.4,0.6,0.0,0.5,0,0.30000000000000004,0,0.4,0.37000000000000005
11.0,FC Hermannstadt,1,4,3,7,10,-3,7,U. Cluj,8.0,03.08.2025,16:30,home,2,2,D,draw,2.42,1.95,0.27,0.73,16,12,5,3,2,3,2,5,0.79,0.91,1.0,1.0,1.1,2.03,9,6,2,3,11,5,5,7,1,0,0.0,0.0,16,24,1,0,0,1,11,8,0.33,0.74,0.61,0.84,0.33,0.46,0.86,1.33,17,28,8,11,0.74,0.73,43,31,16,17,15,4,0,1,0,1,1,3,2.03,1.1,0.03,-0.9,0.0,0.0,5,12,1,0,0,0.0,0.0,0.0,0.5,0.5,0,0.0,0,0.0,0.0
11.0,FC Hermannstadt,1,4,3,7,10,-3,7,Univ. Craiova,1.0,10.08.2025,16:30,away,0,1,L,opponent,1.45,0.84,0.46,0.54,12,12,3,5,2,1,10,2,0.85,0.88,2.0,1.0,1.04,0.99,7,6,2,1,7,5,5,7,1,1,0.0,0.0,24,13,0,1,2,1,9,8,0.49,0.69,0.68,0.72,0.17,0.29,0.88,0.53,23,17,8,9,0.86,0.62,40,46,9,18,8,11,0,0,0,0,4,3,0.99,1.04,-0.01,1.04,0.0,0.0,5,15,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
11.0,FC Hermannstadt,1,4,3,7,10,-3,7,FCSB,13.0,12.07.2025,19:30,away,1,1,D,draw,0.66,2.17,0.35,0.65,8,24,3,6,2,3,1,13,0.76,0.84,1.0,0.0,0.27,2.72,4,7,1,11,5,14,3,10,1,0,1.0,1.0,11,29,0,1,0,0,9,8,0.45,0.66,0.65,0.75,0.4,0.22,0.5,1.49,24,26,8,9,0.56,0.75,58,63,51,13,10,13,0,1,0,0,5,2,2.72,0.27,1.72,-0.73,0.0,0.0,5,7,0,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
11.0,FC Hermannstadt,1,4,3,7,10,-3,7,Petrolul,12.0,16.08.2025,19:30,away,1,1,D,draw,0.83,1.97,0.55,0.45,12,15,4,4,1,1,10,1,0.83,0.83,1.0,1.0,0.72,1.12,6,7,2,4,7,8,5,7,0,0,0.0,0.0,20,26,0,0,4,1,9,10,0.56,0.5,0.72,0.63,0.23,0.25,1.0,0.76,28,16,10,10,0.4,0.61,45,52,20,20,10,17,0,0,0,1,3,3,1.12,0.72,0.12,-0.28,0.0,0.0,5,11,0,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
11.0,FC Hermannstadt,1,4,3,7,10,-3,7,Metaloglobus Bucharest,16.0,18.07.2025,17:00,home,2,2,D,draw,1.63,1.04,0.51,0.49,15,10,4,4,1,2,5,3,0.82,0.8,1.0,2.0,2.49,1.93,6,5,5,1,11,8,4,2,0,0,1.0,1.0,25,20,1,0,2,1,12,8,0.54,0.54,0.76,0.65,0.32,0.41,0.71,0.76,27,22,8,12,0.62,0.81,47,37,25,25,7,5,0,0,0,1,2,2,1.93,2.49,-0.07,0.49,0.0,0.0,5,9,1,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
11.0,FC Hermannstadt,1,4,3,7,10,-3,7,Farul Constanta,6.0,25.08.2025,17:00,home,1,0,W,team,1.78,1.36,0.39,0.61,9,14,4,0,5,1,2,6,0.75,0.83,3.0,4.0,1.31,0.0,4,10,1,4,7,10,1,4,1,0,0.0,0.0,21,30,2,1,5,0,14,12,0.5,0.55,0.64,0.64,0.17,0.42,1.27,1.65,20,18,13,15,0.76,0.69,47,40,24,24,14,14,0,0,0,0,0,3,0.0,1.31,0.0,0.31,0.0,0.0,5,8,1,1,1,0.16666666666666666,0.2,0.3333333333333333,0.0,0.5,1,0.3,1,0.2,0.23
11.0,FC Hermannstadt,1,4,3,7,10,-3,7,UTA Arad,7.0,26.07.2025,16:30,away,0,1,L,opponent,0.8,0.79,0.48,0.52,10,10,1,3,2,3,5,5,0.74,0.8,1.0,1.0,0.08,0.6,5,6,4,1,4,8,6,2,0,0,0.0,0.0,13,14,1,0,2,1,13,5,0.45,0.46,0.64,0.62,0.16,0.45,0.98,0.69,30,20,5,13,0.68,0.67,52,57,14,31,9,9,0,0,0,0,2,1,0.6,0.08,-0.63,0.08,0.0,0.0,5,13,0,2,2,0.14285714285714285,0.2,0.3333333333333333,0.0,0.5,0,0.2,-1,0.2,0.2
11.0,FC Hermannstadt,1,4,3,7,10,-3,7,Din. Bucuresti,3.0,30.08.2025,19:30,away,0,2,L,opponent,0.57,1.94,0.36,0.64,12,17,2,5,2,3,9,5,0.77,0.89,1.0,2.0,0.5,2.45,7,7,3,5,7,9,5,8,0,0,0.0,0.0,17,26,0,0,0,1,15,8,0.43,0.7,0.73,0.79,0.24,0.38,0.3,1.03,21,18,8,15,0.47,0.69,49,53,14,20,15,8,1,1,0,0,3,2,2.45,0.5,0.45,0.5,0.0,0.0,5,2,0,2,2,0.125,0.2,0.3333333333333333,0.0,0.5,0,0.1,-2,0.2,0.17
2.0,FC Rapid Bucuresti,5,3,0,14,6,8,18,FC Botosani,5.0,04.08.2025,19:30,home,2,1,W,team,1.19,0.47,0.56,0.44,11,14,6,2,3,0,5,2,0.83,0.8,2.0,1.0,0.83,0.2,3,9,2,3,9,4,2,10,0,0,0.0,0.0,21,11,2,0,1,1,13,10,0.62,0.43,0.68,0.68,0.23,0.27,1.42,0.24,28,22,10,13,0.88,0.7,49,44,20,33,8,9,0,0,0,0,1,4,0.2,0.83,-0.8,-1.17,0.0,0.0,6,4,1,1,1,1.0,1.0,1.0,0.5,0.5,1,0.1,1,1.0,0.73
2.0,FC Rapid Bucuresti,5,3,0,14,6,8,18,FC Arges,4.0,11.07.2025,19:30,away,2,0,W,team,0.35,1.15,0.52,0.48,9,13,5,2,0,2,1,7,0.79,0.77,4.0,5.0,0.5,0.24,3,7,1,4,3,8,6,5,0,1,0.0,0.0,13,25,0,0,0,1,23,16,0.3,0.44,0.72,0.63,0.08,0.09,0.94,0.96,34,24,16,23,0.65,0.52,59,64,31,32,10,12,1,0,0,0,2,3,0.24,0.5,0.24,-1.48,0.0,0.0,6,3,0,1,1,1.0,1.0,1.0,1.0,0.5,2,0.30000000000000004,2,1.0,0.79
2.0,FC Rapid Bucuresti,5,3,0,14,6,8,18,Otelul,10.0,11.08.2025,19:30,away,1,1,D,draw,0.75,0.8,0.58,0.42,17,19,5,6,2,1,13,2,0.83,0.78,0.0,1.0,1.48,0.49,6,9,6,4,11,8,6,11,1,0,0.0,0.0,30,12,0,0,3,1,13,9,0.61,0.37,0.74,0.67,0.25,0.38,0.6,0.5,19,18,9,13,0.61,0.66,61,64,19,37,6,7,1,1,0,0,5,4,0.49,1.48,-0.51,0.48,0.0,0.0,6,10,0,0,0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0,0.30000000000000004,0,0.6666666666666666,0.5566666666666666
2.0,FC Rapid Bucuresti,5,3,0,14,6,8,18,FCSB,13.0,17.08.2025,19:30,home,2,2,D,draw,1.38,1.11,0.58,0.42,13,13,3,6,3,2,11,4,0.86,0.83,1.0,3.0,1.85,1.21,4,6,6,1,8,6,5,7,0,1,0.0,1.0,27,16,0,1,0,2,12,8,0.45,0.57,0.71,0.71,0.27,0.4,0.85,0.79,21,17,9,12,0.6,0.68,45,56,9,34,4,11,1,1,0,1,4,1,1.21,1.85,-0.79,-0.15,0.0,0.0,6,7,1,0,0,0.5,0.5,0.5,0.5,0.5,0,0.1,0,0.5,0.38
2.0,FC Rapid Bucuresti,5,3,0,14,6,8,18,CFR Cluj,14.0,20.07.2025,19:30,home,1,1,D,draw,1.38,0.99,0.58,0.42,24,15,7,3,2,0,5,4,0.88,0.79,1.0,2.0,1.8,1.2,12,5,5,7,6,10,18,5,0,0,0.0,0.0,13,22,0,0,0,0,15,6,0.55,0.58,0.81,0.61,0.15,0.36,0.85,0.65,20,16,6,15,0.33,0.57,48,43,25,20,12,10,0,0,0,0,2,6,1.2,1.8,0.2,0.93,0.0,0.0,6,0,1,0,0,0.4,0.4,0.3333333333333333,0.5,0.5,0,0.0,0,0.4,0.28
2.0,FC Rapid Bucuresti,5,3,0,14,6,8,18,Metaloglobus Bucharest,16.0,22.08.2025,19:30,away,2,1,W,team,2.13,0.8,0.43,0.57,17,13,8,5,4,2,4,9,0.76,0.83,3.0,2.0,2.47,1.09,5,4,4,4,15,5,2,8,1,0,0.0,0.0,25,16,0,0,2,0,18,10,0.45,0.51,0.72,0.71,0.44,0.07,1.16,0.78,18,22,10,19,0.92,0.42,49,41,37,21,13,4,0,1,0,0,4,6,1.09,2.47,0.09,0.47,0.0,0.0,6,9,0,1,1,0.5,0.4,0.3333333333333333,0.6666666666666666,0.5,1,0.3,1,0.4,0.37000000000000005
2.0,FC Rapid Bucuresti,5,3,0,14,6,8,18,Csikszereda M. Ciuc,15.0,25.07.2025,20:00,away,2,0,W,team,2.79,1.04,0.62,0.38,15,17,8,4,4,0,3,5,0.91,0.85,2.0,1.0,2.3,0.54,5,7,2,6,12,9,3,8,1,1,0.0,0.0,31,27,2,1,2,3,9,10,0.67,0.45,0.82,0.76,0.29,0.14,2.46,0.82,15,16,10,9,0.54,0.62,43,31,21,21,5,4,1,0,0,1,4,6,0.54,2.3,0.54,0.3,0.0,0.0,6,1,0,1,1,0.5714285714285714,0.4,0.3333333333333333,0.75,0.5,2,0.5,2,0.4,0.43
2.0,FC Rapid Bucuresti,5,3,0,14,6,8,18,UTA Arad,7.0,29.08.2025,18:30,home,2,0,W,team,1.99,0.69,0.49,0.51,11,8,5,1,4,2,5,4,0.77,0.81,4.0,2.0,1.77,0.26,3,5,3,2,7,4,4,4,0,0,1.0,0.0,21,17,0,0,0,0,10,12,0.44,0.5,0.63,0.65,0.25,0.22,1.69,0.92,35,21,12,10,0.48,0.67,51,49,25,18,6,10,1,1,0,1,1,3,0.26,1.77,0.26,-0.23,0.0,0.0,6,13,1,1,1,0.625,0.6,0.5,0.75,0.5,3,0.6,2,0.6,0.6
13.0,FCSB,1,3,4,10,14,-4,6,Din. Bucuresti,3.0,02.08.2025,19:30,away,3,4,L,opponent,2.3,2.29,0.43,0.57,11,13,4,7,3,3,2,5,0.82,0.84,3.0,1.0,2.44,3.47,5,5,2,1,6,10,4,3,0,0,0.0,0.0,21,22,2,0,1,3,17,16,0.47,0.35,0.76,0.76,0.13,0.38,0.83,0.66,12,18,16,17,0.74,0.38,53,45,19,15,4,4,1,0,0,0,3,1,3.47,2.44,-0.53,-0.56,0.0,0.0,7,2,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-1,0.0,0.0
13.0,FCSB,1,3,4,10,14,-4,6,Unirea Slobozia,9.0,10.08.2025,19:30,home,0,1,L,opponent,2.36,0.54,0.7,0.3,35,8,13,4,3,0,6,1,0.84,0.6,2.0,2.0,2.25,0.95,18,4,4,0,19,4,16,4,1,0,0.0,0.0,36,10,1,1,4,1,13,8,0.56,0.25,0.77,0.46,0.45,0.2,1.79,0.45,27,20,9,14,0.73,0.67,59,42,15,37,7,9,0,1,0,0,3,13,0.95,2.25,-0.05,2.25,0.0,0.0,7,14,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
13.0,FCSB,1,3,4,10,14,-4,6,FC Hermannstadt,11.0,12.07.2025,19:30,home,1,1,D,draw,2.17,0.66,0.65,0.35,24,8,6,3,3,2,13,1,0.84,0.76,0.0,1.0,2.72,0.27,7,4,11,1,14,5,10,3,0,1,1.0,1.0,29,11,1,0,0,0,8,9,0.66,0.45,0.75,0.65,0.22,0.4,1.49,0.5,26,24,9,8,0.75,0.56,63,58,13,51,13,10,1,0,0,0,2,5,0.27,2.72,-0.73,1.72,0.0,0.0,7,5,1,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
13.0,FCSB,1,3,4,10,14,-4,6,FC Rapid Bucuresti,2.0,17.08.2025,19:30,away,2,2,D,draw,1.11,1.38,0.42,0.58,13,13,6,3,2,3,4,11,0.83,0.86,3.0,1.0,1.21,1.85,6,4,1,6,6,8,7,5,1,0,1.0,0.0,16,27,1,0,2,0,8,12,0.57,0.45,0.71,0.71,0.4,0.27,0.79,0.85,17,21,12,9,0.68,0.6,56,45,34,9,11,4,1,1,1,0,1,4,1.85,1.21,-0.15,-0.79,0.0,0.0,7,6,0,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
13.0,FCSB,1,3,4,10,14,-4,6,Petrolul,12.0,19.07.2025,19:30,away,1,0,W,team,1.66,1.01,0.51,0.49,13,13,5,1,4,1,6,5,0.8,0.74,4.0,3.0,0.75,0.55,7,7,1,5,9,9,4,4,1,0,0.0,0.0,18,21,1,0,2,5,19,15,0.43,0.4,0.64,0.64,0.27,0.36,1.06,0.65,23,11,15,19,0.75,0.67,48,59,34,25,5,14,1,1,0,0,1,4,0.55,0.75,0.55,-0.25,0.0,0.0,7,11,0,1,1,0.2,0.2,0.0,0.3333333333333333,0.5,1,0.3,1,0.2,0.23
