Rank,Team,Wins,Draws,Loses,Team_goals,Opponents_goals,Goal_difference,Points,Opponent,opponent_rank,Date,Time,Home/Away,team_goals,opponent_goals,Outcome,Target_Winner,stat_Expected_Goals_xG_team,stat_Expected_Goals_xG_opponent,stat_Ball_Possession_team,stat_Ball_Possession_opponent,stat_Total_shots_team,stat_Total_shots_opponent,stat_Shots_on_target_team,stat_Shots_on_target_opponent,stat_Big_Chances_team,stat_Big_Chances_opponent,stat_Corner_Kicks_team,stat_Corner_Kicks_opponent,stat_Passes_team,stat_Passes_opponent,stat_Yellow_Cards_team,stat_Yellow_Cards_opponent,stat_xG_on_target_xGOT_team,stat_xG_on_target_xGOT_opponent,stat_Shots_off_target_team,stat_Shots_off_target_opponent,stat_Blocked_Shots_team,stat_Blocked_Shots_opponent,stat_Shots_inside_the_Box_team,stat_Shots_inside_the_Box_opponent,stat_Shots_outside_the_Box_team,stat_Shots_outside_the_Box_opponent,stat_Hit_the_Woodwork_team,stat_Hit_the_Woodwork_opponent,stat_Headed_Goals_team,stat_Headed_Goals_opponent,stat_Touches_in_opposition_box_team,stat_Touches_in_opposition_box_opponent,stat_Accurate_through_passes_team,stat_Accurate_through_passes_opponent,stat_Offsides_team,stat_Offsides_opponent,stat_Free_Kicks_team,stat_Free_Kicks_opponent,stat_Long_passes_team,stat_Long_passes_opponent,stat_Passes_in_final_third_team,stat_Passes_in_final_third_opponent,stat_Crosses_team,stat_Crosses_opponent,stat_Expected_assists_xA_team,stat_Expected_assists_xA_opponent,stat_Throw-ins_team,stat_Throw-ins_opponent,stat_Fouls_team,stat_Fouls_opponent,stat_Tackles_team,stat_Tackles_opponent,stat_Duels_won_team,stat_Duels_won_opponent,stat_Clearances_team,stat_Clearances_opponent,stat_Interceptions_team,stat_Interceptions_opponent,stat_Errors_leading_to_shot_team,stat_Errors_leading_to_shot_opponent,stat_Errors_leading_to_goal_team,stat_Errors_leading_to_goal_opponent,stat_Goalkeeper_Saves_team,stat_Goalkeeper_Saves_opponent,stat_xGOT_faced_team,stat_xGOT_faced_opponent,stat_Goals_prevented_team,stat_Goals_prevented_opponent,stat_Red_Cards_team,stat_Red_Cards_opponent,Team_encoded,Opponent_encoded,Home_encoded,Outcome_encoded,Target_encoded,win_rate_global,win_rate_lastN,home_win_rate,away_win_rate,h2h_win_rate,win_streak,form_score,goal_diff,goal_diff_win_rate,weighted_outcome
13.0,FCSB,1,3,4,10,14,-4,6,FC Arges,4.0,24.08.2025,19:30,home,0,2,L,opponent,1.14,0.98,0.71,0.29,16,12,1,3,1,1,11,12,0.83,0.65,1.0,1.0,0.12,0.75,8,5,7,4,10,7,6,5,1,1,0.0,0.0,38,16,1,1,3,0,11,5,0.63,0.27,0.7,0.55,0.17,0.13,1.48,0.49,25,17,5,14,0.55,0.72,55,48,28,48,3,15,2,0,0,0,1,1,0.75,0.12,-0.25,0.12,0.0,0.0,7,3,1,2,2,0.16666666666666666,0.2,0.0,0.3333333333333333,0.5,0,0.2,-2,0.2,0.2
13.0,FCSB,1,3,4,10,14,-4,6,Farul Constanta,6.0,26.07.2025,19:30,home,1,2,L,opponent,0.58,2.96,0.55,0.45,8,21,3,8,1,3,2,8,0.84,0.81,5.0,1.0,0.58,2.61,4,9,1,4,4,9,4,12,0,1,0.0,0.0,7,26,0,0,4,1,12,17,0.49,0.62,0.71,0.68,0.08,0.23,0.26,1.04,18,18,17,12,0.63,0.64,59,48,30,23,7,13,0,0,0,1,6,2,2.61,0.58,0.61,-0.42,1.0,0.0,7,8,1,2,2,0.14285714285714285,0.2,0.0,0.3333333333333333,0.5,0,0.1,-1,0.2,0.17
13.0,FCSB,1,3,4,10,14,-4,6,CFR Cluj,14.0,31.08.2025,19:30,away,2,2,D,draw,2.06,1.18,0.62,0.38,22,11,5,6,2,1,6,1,0.84,0.75,3.0,0.0,1.9,1.63,8,3,9,2,14,5,8,6,0,0,1.0,2.0,25,10,1,0,1,3,11,8,0.54,0.33,0.78,0.73,0.48,0.4,1.37,0.37,17,18,9,12,0.67,0.79,48,38,8,31,11,6,0,0,0,0,4,3,1.63,1.9,-0.37,-0.1,0.0,1.0,7,0,0,0,0,0.125,0.2,0.0,0.25,0.5,0,0.0,0,0.2,0.14
6.0,Farul Constanta,4,1,3,11,10,1,13,Metaloglobus Bucharest,16.0,01.08.2025,17:00,home,2,1,W,team,1.76,0.83,0.6,0.4,20,10,5,3,3,1,5,3,0.78,0.74,0.0,2.0,1.85,0.58,9,2,6,5,8,4,12,6,1,0,0.0,1.0,31,10,1,0,2,0,14,12,0.57,0.42,0.64,0.53,0.35,0.31,1.02,0.74,32,34,12,14,0.82,0.67,63,46,22,48,8,11,0,1,0,2,2,3,0.58,1.85,-0.54,-0.15,0.0,0.0,8,9,1,1,1,1.0,1.0,1.0,0.5,0.5,1,0.1,1,1.0,0.73
6.0,Farul Constanta,4,1,3,11,10,1,13,Petrolul,12.0,01.09.2025,19:00,home,2,1,W,team,2.35,0.79,0.5,0.5,15,12,4,1,5,3,9,2,0.77,0.79,0.0,0.0,1.99,0.42,6,8,5,3,12,8,3,4,2,1,0.0,0.0,32,17,1,0,3,1,8,9,0.37,0.44,0.67,0.62,0.32,0.3,1.45,1.18,24,26,9,10,0.58,0.7,44,53,22,29,5,6,0,0,0,0,0,2,0.42,1.99,-0.58,-0.01,0.0,0.0,8,11,1,1,1,1.0,1.0,1.0,0.5,0.5,2,0.30000000000000004,1,1.0,0.79
6.0,Farul Constanta,4,1,3,11,10,1,13,UTA Arad,7.0,09.08.2025,16:30,away,1,2,L,opponent,3.29,2.37,0.6,0.4,24,16,7,8,6,3,11,3,0.82,0.69,0.0,1.0,1.63,3.46,11,6,6,2,17,10,7,6,0,0,0.0,1.0,46,23,1,1,1,1,6,16,0.5,0.32,0.75,0.56,0.34,0.15,3.03,1.47,19,32,17,6,0.75,0.53,56,53,35,45,12,11,1,0,1,0,6,6,3.46,1.63,1.46,0.63,0.0,0.0,8,13,0,2,2,0.6666666666666666,0.6666666666666666,1.0,0.0,0.5,0,0.30000000000000004,-1,0.6666666666666666,0.5566666666666666
6.0,Farul Constanta,4,1,3,11,10,1,13,FC Botosani,5.0,14.07.2025,17:00,away,1,1,D,draw,1.2,0.76,0.47,0.53,14,11,4,2,2,2,6,7,0.73,0.71,6.0,0.0,1.23,0.15,7,6,3,3,7,5,7,6,0,0,1.0,0.0,18,15,0,2,2,2,13,17,0.46,0.49,0.59,0.52,0.23,0.05,0.53,0.48,16,30,17,13,0.72,0.64,65,57,44,23,5,8,1,0,1,1,1,3,0.15,1.23,-0.62,0.23,1.0,0.0,8,4,0,0,0,0.5,0.5,1.0,0.0,0.5,0,0.1,0,0.5,0.38
6.0,Farul Constanta,4,1,3,11,10,1,13,U. Cluj,8.0,18.08.2025,19:30,home,0,1,L,opponent,1.07,0.76,0.63,0.37,25,10,5,5,1,1,6,3,0.82,0.69,2.0,2.0,0.48,1.0,10,4,10,1,9,8,16,2,1,0,0.0,0.0,37,15,1,0,1,1,6,7,0.51,0.43,0.76,0.43,0.2,0.5,1.29,0.41,32,16,7,6,0.63,0.6,38,60,11,42,7,10,0,0,0,0,4,5,1.0,0.48,0.0,0.48,0.0,1.0,8,12,1,2,2,0.4,0.4,0.6666666666666666,0.0,0.5,0,0.0,-1,0.4,0.28
6.0,Farul Constanta,4,1,3,11,10,1,13,Otelul,10.0,20.07.2025,16:30,home,3,2,W,team,1.53,2.01,0.5,0.5,9,20,3,6,2,2,5,7,0.73,0.73,0.0,2.0,1.65,2.04,4,7,2,7,6,13,3,7,1,0,0.0,0.0,20,18,3,0,4,0,9,8,0.46,0.45,0.63,0.63,0.33,0.38,1.06,1.1,27,20,8,9,0.66,0.57,73,52,35,29,6,15,0,0,2,0,4,0,2.04,1.65,0.04,-1.35,1.0,0.0,8,10,1,1,1,0.5,0.4,0.75,0.0,0.5,1,0.3,1,0.4,0.37000000000000005
6.0,Farul Constanta,4,1,3,11,10,1,13,FC Hermannstadt,11.0,25.08.2025,17:00,away,0,1,L,opponent,1.36,1.78,0.61,0.39,14,9,0,4,1,5,6,2,0.83,0.75,4.0,3.0,0.0,1.31,10,4,4,1,10,7,4,1,0,1,0.0,0.0,30,21,1,2,0,5,12,14,0.55,0.5,0.64,0.64,0.42,0.17,1.65,1.27,18,20,15,13,0.69,0.76,40,47,24,24,14,14,0,0,0,0,3,0,1.31,0.0,0.31,0.0,0.0,0.0,8,5,0,2,2,0.42857142857142855,0.2,0.75,0.0,0.5,0,0.2,-1,0.2,0.2
6.0,Farul Constanta,4,1,3,11,10,1,13,FCSB,13.0,26.07.2025,19:30,away,2,1,W,team,2.96,0.58,0.45,0.55,21,8,8,3,3,1,8,2,0.81,0.84,1.0,5.0,2.61,0.58,9,4,4,1,9,4,12,4,1,0,0.0,0.0,26,7,0,0,1,4,17,12,0.62,0.49,0.68,0.71,0.23,0.08,1.04,0.26,18,18,12,17,0.64,0.63,48,59,23,30,13,7,0,0,1,0,2,6,0.58,2.61,-0.42,0.61,0.0,1.0,8,7,0,1,1,0.5,0.4,0.75,0.25,0.5,1,0.4,1,0.4,0.4
16.0,Metaloglobus Bucharest,0,1,7,7,18,-11,1,Farul Constanta,6.0,01.08.2025,17:00,away,1,2,L,opponent,0.83,1.76,0.4,0.6,10,20,3,5,1,3,3,5,0.74,0.78,2.0,0.0,0.58,1.85,2,9,5,6,4,8,6,12,0,1,1.0,0.0,10,31,0,1,0,2,12,14,0.42,0.57,0.53,0.64,0.31,0.35,0.74,1.02,34,32,14,12,0.67,0.82,46,63,48,22,11,8,1,0,2,0,3,2,1.85,0.58,-0.15,-0.54,0.0,0.0,9,8,0,2,2,0.0,0.0,0.5,0.0,0.5,0,0.0,-1,0.0,0.0
16.0,Metaloglobus Bucharest,0,1,7,7,18,-11,1,Din. Bucuresti,3.0,08.08.2025,19:30,home,0,1,L,opponent,0.52,0.45,0.51,0.49,15,13,1,3,0,0,6,9,0.83,0.83,1.0,0.0,0.26,0.61,7,4,7,6,5,6,9,7,0,1,0.0,0.0,17,14,0,0,0,2,6,4,0.58,0.47,0.71,0.73,0.12,0.19,0.62,0.37,18,24,4,6,0.86,0.77,42,38,23,33,2,9,0,0,0,0,2,1,0.61,0.26,-0.39,-0.74,0.0,0.0,9,2,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
16.0,Metaloglobus Bucharest,0,1,7,7,18,-11,1,U. Cluj,8.0,11.07.2025,17:00,home,1,4,L,opponent,0.41,2.93,0.43,0.57,11,15,2,6,0,3,1,7,0.81,0.83,3.0,1.0,0.29,3.46,6,5,3,4,3,10,8,5,0,1,0.0,1.0,15,37,0,0,2,0,9,8,0.46,0.54,0.69,0.77,0.21,0.17,0.34,0.91,27,36,8,9,0.42,0.6,60,48,24,17,12,11,1,1,0,0,2,1,3.46,0.29,-0.54,0.29,0.0,0.0,9,12,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-3,0.0,0.0
16.0,Metaloglobus Bucharest,0,1,7,7,18,-11,1,Unirea Slobozia,9.0,15.08.2025,17:00,away,1,2,L,opponent,0.87,1.66,0.56,0.44,8,13,5,3,3,2,2,5,0.81,0.74,3.0,4.0,0.49,1.74,2,5,1,5,5,7,3,6,0,0,0.0,0.0,20,29,0,0,1,1,7,13,0.46,0.39,0.61,0.64,0.26,0.22,0.83,1.1,23,34,14,7,0.63,0.67,43,54,39,31,9,11,0,0,0,0,1,4,1.74,0.49,-0.26,0.49,0.0,0.0,9,14,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
16.0,Metaloglobus Bucharest,0,1,7,7,18,-11,1,FC Hermannstadt,11.0,18.07.2025,17:00,away,2,2,D,draw,1.04,1.63,0.49,0.51,10,15,4,4,2,1,3,5,0.8,0.82,2.0,1.0,1.93,2.49,5,6,1,5,8,11,2,4,0,0,1.0,1.0,20,25,0,1,1,2,8,12,0.54,0.54,0.65,0.76,0.41,0.32,0.76,0.71,22,27,12,8,0.81,0.62,37,47,25,25,5,7,0,0,1,0,2,2,2.49,1.93,0.49,-0.07,0.0,0.0,9,5,0,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
16.0,Metaloglobus Bucharest,0,1,7,7,18,-11,1,FC Rapid Bucuresti,2.0,22.08.2025,19:30,home,1,2,L,opponent,0.8,2.13,0.57,0.43,13,17,5,8,2,4,9,4,0.83,0.76,2.0,3.0,1.09,2.47,4,5,4,4,5,15,8,2,0,1,0.0,0.0,16,25,0,0,0,2,10,18,0.51,0.45,0.71,0.72,0.07,0.44,0.78,1.16,22,18,19,10,0.42,0.92,41,49,21,37,4,13,1,0,0,0,6,4,2.47,1.09,0.47,0.09,0.0,0.0,9,6,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
16.0,Metaloglobus Bucharest,0,1,7,7,18,-11,1,Petrolul,12.0,25.07.2025,17:45,home,0,3,L,opponent,1.0,2.1,0.61,0.39,17,10,7,5,2,3,10,0,0.82,0.69,2.0,1.0,0.84,2.69,5,2,5,3,9,6,8,4,1,0,0.0,1.0,24,11,0,0,0,0,14,13,0.35,0.35,0.69,0.56,0.17,0.29,0.83,0.62,30,26,13,14,0.77,0.5,43,57,17,28,5,8,2,0,0,0,2,7,2.69,0.84,-0.31,0.84,0.0,0.0,9,11,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-3,0.0,0.0
16.0,Metaloglobus Bucharest,0,1,7,7,18,-11,1,FC Arges,4.0,31.08.2025,14:00,away,1,2,L,opponent,0.77,1.91,0.63,0.37,12,18,2,5,1,4,3,4,0.81,0.66,3.0,2.0,0.35,2.16,5,11,5,2,9,10,3,8,0,1,0.0,0.0,16,29,0,0,0,0,10,17,0.36,0.37,0.68,0.54,0.29,0.31,0.52,0.56,24,26,17,10,0.83,0.45,41,54,29,21,6,8,1,0,0,0,3,1,2.16,0.35,0.16,-0.65,0.0,0.0,9,3,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
10.0,Otelul,2,4,2,10,9,1,10,Csikszereda M. Ciuc,15.0,01.09.2025,16:00,away,1,1,D,draw,0.61,1.41,0.61,0.39,13,15,2,6,1,1,4,7,0.78,0.68,3.0,1.0,0.72,0.58,4,4,7,5,10,7,3,8,0,0,1.0,0.0,22,15,0,0,2,1,11,20,0.42,0.44,0.64,0.54,0.33,0.22,0.76,0.57,26,22,20,12,0.3,0.62,54,54,18,25,8,6,1,0,0,0,5,1,0.58,0.72,-0.42,-0.28,0.0,1.0,10,1,0,0,0,0.0,0.0,0.5,0.0,0.5,0,0.0,0,0.0,0.0
10.0,Otelul,2,4,2,10,9,1,10,Unirea Slobozia,9.0,04.08.2025,17:00,away,0,0,D,draw,1.02,1.17,0.53,0.47,8,22,4,7,1,0,3,4,0.8,0.72,0.0,2.0,1.06,0.8,3,5,1,10,7,9,1,13,0,0,0.0,0.0,22,24,1,0,3,0,15,14,0.35,0.52,0.62,0.66,0.29,0.23,1.55,0.84,22,21,14,15,0.71,0.77,52,46,36,31,8,8,0,0,0,0,7,4,0.8,1.06,0.8,1.06,1.0,0.0,10,14,0,0,0,0.0,0.0,0.5,0.0,0.5,0,0.0,0,0.0,0.0
10.0,Otelul,2,4,2,10,9,1,10,FC Rapid Bucuresti,2.0,11.08.2025,19:30,home,1,1,D,draw,0.8,0.75,0.42,0.58,19,17,6,5,1,2,2,13,0.78,0.83,1.0,0.0,0.49,1.48,9,6,4,6,8,11,11,6,0,1,0.0,0.0,12,30,0,0,1,3,9,13,0.37,0.61,0.67,0.74,0.38,0.25,0.5,0.6,18,19,13,9,0.66,0.61,64,61,37,19,7,6,1,1,0,0,4,5,1.48,0.49,0.48,-0.51,0.0,0.0,10,6,1,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
10.0,Otelul,2,4,2,10,9,1,10,Petrolul,12.0,13.07.2025,16:30,home,0,0,D,draw,1.31,0.56,0.52,0.48,12,6,1,2,1,2,4,3,0.76,0.75,1.0,1.0,0.2,0.5,6,3,5,1,8,4,4,2,1,0,0.0,0.0,19,15,0,2,2,1,19,9,0.25,0.37,0.58,0.53,0.26,0.21,0.73,0.63,21,29,9,19,0.59,0.6,56,56,36,29,7,11,0,1,0,0,2,1,0.5,0.2,0.5,0.2,0.0,0.0,10,11,1,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
10.0,Otelul,2,4,2,10,9,1,10,FC Arges,4.0,18.08.2025,17:00,away,0,2,L,opponent,0.58,1.45,0.56,0.44,10,13,3,6,0,2,9,3,0.75,0.62,2.0,1.0,0.44,1.66,6,6,1,1,6,7,4,6,0,1,0.0,1.0,15,19,0,0,1,1,12,9,0.43,0.29,0.58,0.49,0.22,0.38,0.52,0.5,37,41,9,12,0.56,0.57,51,48,30,40,16,10,0,0,0,0,4,3,1.66,0.44,-0.34,0.44,0.0,0.0,10,3,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-2,0.0,0.0
10.0,Otelul,2,4,2,10,9,1,10,Farul Constanta,6.0,20.07.2025,16:30,away,2,3,L,opponent,2.01,1.53,0.5,0.5,20,9,6,3,2,2,7,5,0.73,0.73,2.0,0.0,2.04,1.65,7,4,7,2,13,6,7,3,0,1,0.0,0.0,18,20,0,3,0,4,8,9,0.45,0.46,0.63,0.63,0.38,0.33,1.1,1.06,20,27,9,8,0.57,0.66,52,73,29,35,15,6,0,0,0,2,0,4,1.65,2.04,-1.35,0.04,0.0,1.0,10,8,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
10.0,Otelul,2,4,2,10,9,1,10,CFR Cluj,14.0,24.08.2025,14:15,home,4,1,W,team,2.71,0.69,0.61,0.39,10,14,5,5,3,1,3,5,0.83,0.72,2.0,1.0,2.57,0.64,3,3,2,6,10,6,0,8,0,0,0.0,0.0,25,12,0,0,0,2,4,14,0.5,0.35,0.72,0.61,0.29,0.21,1.11,0.37,17,24,14,4,0.54,0.62,42,50,37,25,11,10,1,1,1,3,4,1,0.64,2.57,-0.36,-1.43,0.0,1.0,10,0,1,1,1,0.14285714285714285,0.2,0.3333333333333333,0.0,0.5,1,0.3,3,0.2,0.23
10.0,Otelul,2,4,2,10,9,1,10,Din. Bucuresti,3.0,27.07.2025,19:30,home,2,1,W,team,1.55,2.73,0.35,0.65,11,16,4,6,1,6,8,3,0.67,0.86,1.0,3.0,1.33,2.14,2,7,5,3,7,13,4,3,0,0,0.0,0.0,14,38,0,1,1,0,6,12,0.38,0.55,0.48,0.77,0.28,0.46,0.74,2.61,21,15,12,6,0.85,0.62,49,54,25,34,7,8,0,0,0,1,5,2,2.14,1.33,1.14,-0.67,0.0,0.0,10,2,1,1,1,0.25,0.4,0.5,0.0,0.5,2,0.5,1,0.4,0.43
12.0,Petrolul,1,3,4,7,9,-2,6,UTA Arad,7.0,01.08.2025,19:30,home,1,2,L,opponent,1.49,1.29,0.63,0.37,24,9,4,6,2,4,6,3,0.81,0.65,2.0,4.0,1.01,2.49,11,2,9,1,12,6,12,3,0,0,0.0,1.0,24,12,0,0,1,0,10,10,0.53,0.21,0.66,0.49,0.24,0.22,0.87,0.62,28,27,10,10,0.67,0.82,63,58,11,38,6,9,0,1,0,0,4,3,2.49,1.01,0.51,-0.24,0.0,0.0,11,13,1,2,2,0.0,0.0,0.0,0.5,0.5,0,0.0,-1,0.0,0.0
12.0,Petrolul,1,3,4,7,9,-2,6,Farul Constanta,6.0,01.09.2025,19:00,away,1,2,L,opponent,0.79,2.35,0.5,0.5,12,15,1,4,3,5,2,9,0.79,0.77,0.0,0.0,0.42,1.99,8,6,3,5,8,12,4,3,1,2,0.0,0.0,17,32,0,1,1,3,9,8,0.44,0.37,0.62,0.67,0.3,0.32,1.18,1.45,26,24,10,9,0.7,0.58,53,44,29,22,6,5,0,0,0,0,2,0,1.99,0.42,-0.01,-0.58,0.0,0.0,11,8,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
12.0,Petrolul,1,3,4,7,9,-2,6,U. Cluj,8.0,09.08.2025,19:30,away,1,1,D,draw,0.16,0.67,0.33,0.67,6,7,2,1,1,2,2,3,0.74,0.86,2.0,2.0,0.12,0.73,1,5,3,1,2,3,4,4,0,0,0.0,0.0,6,13,0,0,1,1,12,14,0.38,0.59,0.62,0.71,0.0,0.29,0.16,1.16,23,29,14,12,0.76,0.59,50,53,24,17,12,12,0,0,0,0,0,1,0.73,0.12,-0.27,-0.88,0.0,0.0,11,12,0,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
12.0,Petrolul,1,3,4,7,9,-2,6,Otelul,10.0,13.07.2025,16:30,away,0,0,D,draw,0.56,1.31,0.48,0.52,6,12,2,1,2,1,3,4,0.75,0.76,1.0,1.0,0.5,0.2,3,6,1,5,4,8,2,4,0,1,0.0,0.0,15,19,2,0,1,2,9,19,0.37,0.25,0.53,0.58,0.21,0.26,0.63,0.73,29,21,19,9,0.6,0.59,56,56,29,36,11,7,1,0,0,0,1,2,0.2,0.5,0.2,0.5,0.0,0.0,11,10,0,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
12.0,Petrolul,1,3,4,7,9,-2,6,FC Hermannstadt,11.0,16.08.2025,19:30,home,1,1,D,draw,1.97,0.83,0.45,0.55,15,12,4,4,1,1,1,10,0.83,0.83,1.0,1.0,1.12,0.72,7,6,4,2,8,7,7,5,0,0,0.0,0.0,26,20,0,0,1,4,10,9,0.5,0.56,0.63,0.72,0.25,0.23,0.76,1.0,16,28,10,10,0.61,0.4,52,45,20,20,17,10,0,0,1,0,3,3,0.72,1.12,-0.28,0.12,0.0,0.0,11,5,1,0,0,0.0,0.0,0.0,0.0,0.5,0,0.0,0,0.0,0.0
12.0,Petrolul,1,3,4,7,9,-2,6,FCSB,13.0,19.07.2025,19:30,home,0,1,L,opponent,1.01,1.66,0.49,0.51,13,13,1,5,1,4,5,6,0.74,0.8,3.0,4.0,0.55,0.75,7,7,5,1,9,9,4,4,0,1,0.0,0.0,21,18,0,1,5,2,15,19,0.4,0.43,0.64,0.64,0.36,0.27,0.65,1.06,11,23,19,15,0.67,0.75,59,48,25,34,14,5,1,1,0,0,4,1,0.75,0.55,-0.25,0.55,0.0,0.0,11,7,1,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-1,0.0,0.0
12.0,Petrolul,1,3,4,7,9,-2,6,Univ. Craiova,1.0,24.08.2025,16:30,away,0,2,L,opponent,0.44,1.95,0.39,0.61,10,18,0,9,0,2,4,5,0.77,0.88,2.0,0.0,0.0,2.48,7,6,3,3,6,7,4,11,1,0,0.0,0.0,14,17,0,1,1,2,6,12,0.32,0.6,0.63,0.75,0.46,0.13,0.6,0.78,13,17,12,6,0.57,0.75,49,38,15,26,8,15,1,0,0,0,7,0,2.48,0.0,0.48,0.0,0.0,0.0,11,15,0,2,2,0.0,0.0,0.0,0.0,0.5,0,0.0,-2,0.0,0.0
